name,ticker,recipe,params,split,rows,accuracy,balanced_accuracy,f1_macro,f1_weighted,log_loss,pred_down_share,pred_up_share,min_predicted_class_share,passed_prediction_balance,roc_auc,cm_down_down,cm_down_up,cm_up_down,cm_up_up,precision_down,recall_down,precision_up,recall_up,mean_future_5d_return_pred_down,mean_future_5d_return_pred_up,long_short_spread_pred_up_minus_down
nvidia,NVDA,technical_only,baseline_depth3,test,186,0.46774193548387094,0.47756410256410253,0.46760343481654953,0.46898844148976354,0.8494161170452891,0.5645161290322581,0.43548387096774194,0.43548387096774194,True,0.47602089268755937,42,36,63,45,0.4,0.5384615384615384,0.5555555555555556,0.4166666666666667,0.02818847153926389,0.02732348334937771,-0.0008649881898861803
nvidia,NVDA,technical_only,baseline_depth3,recent_regime,193,0.5233160621761658,0.5227175080558539,0.5222772277227723,0.5226235058739035,0.8702150260062426,0.46113989637305697,0.538860103626943,0.46113989637305697,True,0.5178302900107411,46,49,43,55,0.5168539325842697,0.4842105263157895,0.5288461538461539,0.5612244897959183,0.0034170645653318994,0.011348291306753511,0.007931226741421611
nvidia,NVDA,technical_core,baseline_depth3,validation,161,0.5217391304347826,0.5472527472527473,0.5142431722894871,0.5063724162369267,0.8467759098902683,0.6894409937888198,0.3105590062111801,0.3105590062111801,True,0.5653061224489796,52,18,59,32,0.46846846846846846,0.7428571428571429,0.64,0.3516483516483517,0.026988568200533313,0.03499853277456284,0.00800996457402953
nvidia,NVDA,technical_core,shallow_regularized,validation,161,0.4472049689440994,0.5010989010989011,0.37112135176651306,0.3425899953249182,0.844857418783,0.9130434782608695,0.08695652173913043,0.08695652173913043,False,0.5949764521193093,64,6,83,8,0.43537414965986393,0.9142857142857143,0.5714285714285714,0.08791208791208792,0.028602351992894553,0.03865085471656007,0.010048502723665514
nvidia,NVDA,technical_core,depth3_regularized,validation,161,0.42857142857142855,0.4813186813186813,0.3530747728860936,0.32424877707896577,0.912393292251368,0.906832298136646,0.09316770186335403,0.09316770186335403,False,0.576923076923077,62,8,84,7,0.4246575342465753,0.8857142857142857,0.4666666666666667,0.07692307692307693,0.032059862377339716,0.004327853459716113,-0.027732008917623605
nvidia,NVDA,technical_core,depth4_slow,validation,161,0.40993788819875776,0.4582417582417583,0.3469535886597498,0.32050018285336646,0.9528052384905513,0.8757763975155279,0.12422360248447205,0.12422360248447205,True,0.5470957613814756,58,12,83,8,0.41134751773049644,0.8285714285714286,0.4,0.08791208791208792,0.03391488776011517,-0.001817073259444945,-0.03573196101956012
nvidia,NVDA,technical_core,depth2_fast,validation,161,0.5279503105590062,0.5626373626373626,0.509775641025641,0.49746376811594206,0.8091520979590152,0.7577639751552795,0.2422360248447205,0.2422360248447205,True,0.618524332810047,58,12,64,27,0.47540983606557374,0.8285714285714286,0.6923076923076923,0.2967032967032967,0.02621621835853201,0.039673822288370124,0.013457603929838115
nvidia,NVDA,technical_core,depth3_conservative,validation,161,0.4472049689440994,0.4928571428571429,0.39806763285024155,0.37563537072043685,0.9015002410437414,0.8509316770186336,0.14906832298136646,0.14906832298136646,True,0.4948194662480377,59,11,78,13,0.4306569343065693,0.8428571428571429,0.5416666666666666,0.14285714285714285,0.033387209154190786,0.007150418952633416,-0.02623679020155737
nvidia,NVDA,technical_core,baseline_depth3_unweighted,validation,161,0.5217391304347826,0.5472527472527473,0.5142431722894871,0.5063724162369267,0.8467759098902683,0.6894409937888198,0.3105590062111801,0.3105590062111801,True,0.5653061224489796,52,18,59,32,0.46846846846846846,0.7428571428571429,0.64,0.3516483516483517,0.026988568200533313,0.03499853277456284,0.00800996457402953
nvidia,NVDA,technical_core,depth2_fast_unweighted,validation,161,0.5279503105590062,0.5626373626373626,0.509775641025641,0.49746376811594206,0.8091520979590152,0.7577639751552795,0.2422360248447205,0.2422360248447205,True,0.618524332810047,58,12,64,27,0.47540983606557374,0.8285714285714286,0.6923076923076923,0.2967032967032967,0.02621621835853201,0.039673822288370124,0.013457603929838115
nvidia,NVDA,technical_core,depth3_regularized_unweighted,validation,161,0.42857142857142855,0.4813186813186813,0.3530747728860936,0.32424877707896577,0.912393292251368,0.906832298136646,0.09316770186335403,0.09316770186335403,False,0.576923076923077,62,8,84,7,0.4246575342465753,0.8857142857142857,0.4666666666666667,0.07692307692307693,0.032059862377339716,0.004327853459716113,-0.027732008917623605
nvidia,NVDA,technical_core,depth4_slow_unweighted,validation,161,0.40993788819875776,0.4582417582417583,0.3469535886597498,0.32050018285336646,0.9528052384905513,0.8757763975155279,0.12422360248447205,0.12422360248447205,True,0.5470957613814756,58,12,83,8,0.41134751773049644,0.8285714285714286,0.4,0.08791208791208792,0.03391488776011517,-0.001817073259444945,-0.03573196101956012
nvidia,NVDA,technical_core,baseline_depth3,test,186,0.44086021505376344,0.5185185185185185,0.3357142857142857,0.2930875576036866,0.9913818832474491,0.978494623655914,0.021505376344086023,0.021505376344086023,False,0.5924738841405509,78,0,104,4,0.42857142857142855,1.0,1.0,0.037037037037037035,0.02615320766466093,0.10327696698850322,0.07712375932384229
nvidia,NVDA,technical_core,baseline_depth3,recent_regime,193,0.5284974093264249,0.534264232008593,0.45707749853163937,0.4540166452118628,0.8451409146832706,0.8704663212435233,0.12953367875647667,0.12953367875647667,True,0.5083780880773362,86,9,82,16,0.5119047619047619,0.9052631578947369,0.64,0.16326530612244897,0.004488595814865103,0.02921027781278267,0.024721681997917567
nvidia,NVDA,technical_rates,baseline_depth3,validation,161,0.453416149068323,0.5032967032967033,0.39245283018867927,0.36735028712059065,1.2643994155996743,0.8819875776397516,0.11801242236024845,0.11801242236024845,True,0.4530612244897959,62,8,80,11,0.43661971830985913,0.8857142857142857,0.5789473684210527,0.12087912087912088,0.029773777516980182,0.027251647451376555,-0.0025221300656036276
nvidia,NVDA,technical_rates,shallow_regularized,validation,161,0.453416149068323,0.5131868131868131,0.35459183673469385,0.3216503992901508,1.027267427172806,0.9565217391304348,0.043478260869565216,0.043478260869565216,False,0.5117739403453689,68,2,86,5,0.44155844155844154,0.9714285714285714,0.7142857142857143,0.054945054945054944,0.028490903829713584,0.051151217030206926,0.022660313200493342
nvidia,NVDA,technical_rates,depth3_regularized,validation,161,0.453416149068323,0.5164835164835165,0.3389324374766704,0.3030494830971972,1.123208854875344,0.9813664596273292,0.018633540372670808,0.018633540372670808,False,0.46781789638932497,70,0,88,3,0.4430379746835443,1.0,1.0,0.03296703296703297,0.028694290165627936,0.07065328760604196,0.04195899744041402
nvidia,NVDA,technical_rates,depth4_slow,validation,161,0.42857142857142855,0.4796703296703297,0.35912080304603666,0.3316026306680512,1.1459787938848265,0.8944099378881988,0.10559006211180125,0.10559006211180125,True,0.45164835164835165,61,9,83,8,0.4236111111111111,0.8714285714285714,0.47058823529411764,0.08791208791208792,0.03283146963217264,0.001054475409087042,-0.0317769942230856
nvidia,NVDA,technical_rates,depth2_fast,validation,161,0.484472049689441,0.5340659340659341,0.42944366167114983,0.4063317387034675,1.3113716409697704,0.8757763975155279,0.12422360248447205,0.12422360248447205,True,0.4665620094191522,64,6,77,14,0.45390070921985815,0.9142857142857143,0.7,0.15384615384615385,0.026926340685249975,0.04745218361835468,0.020525842933104707
nvidia,NVDA,technical_rates,depth3_conservative,validation,161,0.43478260869565216,0.49835164835164836,0.31206273184016525,0.2741639463406767,1.0603744202890004,0.9875776397515528,0.012422360248447204,0.012422360248447204,False,0.5125588697017269,69,1,90,1,0.4339622641509434,0.9857142857142858,0.5,0.01098901098901099,0.02922565539781952,0.049389250367018245,0.020163594969198725
nvidia,NVDA,technical_rates,baseline_depth3_unweighted,validation,161,0.453416149068323,0.5032967032967033,0.39245283018867927,0.36735028712059065,1.2643994155996743,0.8819875776397516,0.11801242236024845,0.11801242236024845,True,0.4530612244897959,62,8,80,11,0.43661971830985913,0.8857142857142857,0.5789473684210527,0.12087912087912088,0.029773777516980182,0.027251647451376555,-0.0025221300656036276
nvidia,NVDA,technical_rates,depth2_fast_unweighted,validation,161,0.484472049689441,0.5340659340659341,0.42944366167114983,0.4063317387034675,1.3113716409697704,0.8757763975155279,0.12422360248447205,0.12422360248447205,True,0.4665620094191522,64,6,77,14,0.45390070921985815,0.9142857142857143,0.7,0.15384615384615385,0.026926340685249975,0.04745218361835468,0.020525842933104707
nvidia,NVDA,technical_rates,depth3_regularized_unweighted,validation,161,0.453416149068323,0.5164835164835165,0.3389324374766704,0.3030494830971972,1.123208854875344,0.9813664596273292,0.018633540372670808,0.018633540372670808,False,0.46781789638932497,70,0,88,3,0.4430379746835443,1.0,1.0,0.03296703296703297,0.028694290165627936,0.07065328760604196,0.04195899744041402
nvidia,NVDA,technical_rates,depth4_slow_unweighted,validation,161,0.42857142857142855,0.4796703296703297,0.35912080304603666,0.3316026306680512,1.1459787938848265,0.8944099378881988,0.10559006211180125,0.10559006211180125,True,0.45164835164835165,61,9,83,8,0.4236111111111111,0.8714285714285714,0.47058823529411764,0.08791208791208792,0.03283146963217264,0.001054475409087042,-0.0317769942230856
nvidia,NVDA,technical_rates,depth2_fast,test,186,0.42473118279569894,0.5046296296296297,0.3057522586946663,0.25939683372023803,1.16518471702967,0.9946236559139785,0.005376344086021506,0.005376344086021506,False,0.5244539411206078,78,0,107,1,0.42162162162162165,1.0,1.0,0.009259259259259259,0.027143857600241267,0.1513780068776691,0.12423414927742785
nvidia,NVDA,technical_rates,depth2_fast,recent_regime,193,0.5284974093264249,0.5355531686358754,0.4116839178642013,0.40760902862714693,0.8382921377769313,0.9533678756476683,0.046632124352331605,0.046632124352331605,False,0.5204081632653061,94,1,90,8,0.5108695652173914,0.9894736842105263,0.8888888888888888,0.08163265306122448,0.0042511935743573875,0.07801349161501608,0.0737622980406587
nvidia,NVDA,technical_dollar,baseline_depth3,validation,161,0.43478260869565216,0.48021978021978023,0.3845410628019324,0.3616047048939299,0.9305167099699209,0.8509316770186336,0.14906832298136646,0.14906832298136646,True,0.5930926216640503,58,12,79,12,0.4233576642335766,0.8285714285714286,0.5,0.13186813186813187,0.03149788724578034,0.017935298179809732,-0.01356258906597061
