name,ticker,lag_days,model,split,class_id,class_name,feature,mean_abs_shap
samsung_electronics,005930,1,random_forest,test,2,up,nasdaq_t_minus_1,0.028043400678958753
samsung_electronics,005930,1,random_forest,test,2,up,vix_t_minus_1,0.016387482073788453
samsung_electronics,005930,1,random_forest,test,2,up,us_rate_t_minus_1,0.014992291217936517
samsung_electronics,005930,1,ann,test,0,down,sox_t_minus_1,0.10045644230357995
samsung_electronics,005930,1,ann,test,0,down,us_rate_t_minus_1,0.06767185293546316
samsung_electronics,005930,1,ann,test,0,down,usd_krw_t_minus_1,0.03941966433491041
samsung_electronics,005930,1,ann,test,0,down,nasdaq_t_minus_1,0.005939044514007031
samsung_electronics,005930,1,ann,test,0,down,vix_t_minus_1,0.004083449670680314
samsung_electronics,005930,1,ann,test,1,neutral,sox_t_minus_1,0.10947760426078135
samsung_electronics,005930,1,ann,test,1,neutral,usd_krw_t_minus_1,0.07704315178943291
samsung_electronics,005930,1,ann,test,1,neutral,us_rate_t_minus_1,0.06685845219353176
samsung_electronics,005930,1,ann,test,1,neutral,nasdaq_t_minus_1,0.008528147133938886
samsung_electronics,005930,1,ann,test,1,neutral,vix_t_minus_1,0.003365626193313029
samsung_electronics,005930,1,ann,test,2,up,usd_krw_t_minus_1,0.03762348745452247
samsung_electronics,005930,1,ann,test,2,up,nasdaq_t_minus_1,0.011511615703831812
samsung_electronics,005930,1,ann,test,2,up,sox_t_minus_1,0.009753704386276539
samsung_electronics,005930,1,ann,test,2,up,vix_t_minus_1,0.004146071647040369
samsung_electronics,005930,1,ann,test,2,up,us_rate_t_minus_1,0.0041122773387699315
samsung_electronics,005930,1,logistic_regression,test,0,down,sox_t_minus_1,0.590892685785545
samsung_electronics,005930,1,logistic_regression,test,0,down,nasdaq_t_minus_1,0.3267837143607565
samsung_electronics,005930,1,logistic_regression,test,0,down,usd_krw_t_minus_1,0.04458065153177835
samsung_electronics,005930,1,logistic_regression,test,0,down,us_rate_t_minus_1,0.026379212023779887
samsung_electronics,005930,1,logistic_regression,test,0,down,vix_t_minus_1,0.00038118659236203366
samsung_electronics,005930,1,logistic_regression,test,1,neutral,nasdaq_t_minus_1,0.15138775090260287
samsung_electronics,005930,1,logistic_regression,test,1,neutral,sox_t_minus_1,0.14610887071846912
samsung_electronics,005930,1,logistic_regression,test,1,neutral,us_rate_t_minus_1,0.04751847873420525
samsung_electronics,005930,1,logistic_regression,test,1,neutral,vix_t_minus_1,0.013457188985962848
samsung_electronics,005930,1,logistic_regression,test,1,neutral,usd_krw_t_minus_1,0.0115105624232064
samsung_electronics,005930,1,logistic_regression,test,2,up,sox_t_minus_1,0.44538326471386913
samsung_electronics,005930,1,logistic_regression,test,2,up,nasdaq_t_minus_1,0.17539596345815345
samsung_electronics,005930,1,logistic_regression,test,2,up,us_rate_t_minus_1,0.07389769075798513
samsung_electronics,005930,1,logistic_regression,test,2,up,usd_krw_t_minus_1,0.033070089108571954
samsung_electronics,005930,1,logistic_regression,test,2,up,vix_t_minus_1,0.013088092764449662
samsung_electronics,005930,3,svm,test,0,down,sox_t_minus_3,0.01374963616037737
samsung_electronics,005930,3,svm,test,0,down,us_rate_t_minus_3,0.007959167408449186
samsung_electronics,005930,3,svm,test,0,down,nasdaq_t_minus_3,0.007460602343781639
samsung_electronics,005930,3,svm,test,0,down,usd_krw_t_minus_3,0.007078210148812905
samsung_electronics,005930,3,svm,test,0,down,vix_t_minus_3,0.004786663449963769
samsung_electronics,005930,3,svm,test,1,neutral,us_rate_t_minus_3,0.017607143880466698
samsung_electronics,005930,3,svm,test,1,neutral,nasdaq_t_minus_3,0.00856967307199732
samsung_electronics,005930,3,svm,test,1,neutral,usd_krw_t_minus_3,0.004069020622440075
samsung_electronics,005930,3,svm,test,1,neutral,vix_t_minus_3,0.003557918196406995
samsung_electronics,005930,3,svm,test,1,neutral,sox_t_minus_3,0.003499478986724934
samsung_electronics,005930,3,svm,test,2,up,us_rate_t_minus_3,0.01603484620969839
