name,ticker,recipe,feature_family,params,split,rows,accuracy,balanced_accuracy,f1_macro,f1_weighted,log_loss,roc_auc_ovr_weighted,cm_down_down,cm_down_neutral,cm_down_up,cm_neutral_down,cm_neutral_neutral,cm_neutral_up,cm_up_down,cm_up_neutral,cm_up_up,precision_down,recall_down,precision_neutral,recall_neutral,precision_up,recall_up,mean_future_5d_return_pred_down,mean_future_5d_return_pred_neutral,mean_future_5d_return_pred_up,long_short_spread_pred_up_minus_down
nvidia,NVDA,technical_dollar,technical+dollar,baseline_depth3_unweighted,validation,259,0.305019305019305,0.3334379905808477,0.2599160293897136,0.25227583859162805,1.3440114861908758,0.5132235163291065,47,18,5,68,29,1,62,26,3,0.2655367231638418,0.6714285714285714,0.3972602739726027,0.29591836734693877,0.3333333333333333,0.03296703296703297,0.023414580383591406,0.02490791068272553,-0.00046419939604517527,-0.02387877977963658
nvidia,NVDA,technical_dollar,technical+dollar,depth2_fast_unweighted,validation,259,0.305019305019305,0.32799581371009945,0.2603838405438257,0.2532995196384878,1.3027039643306817,0.5039534876491398,43,25,2,64,33,1,52,36,3,0.27044025157232704,0.6142857142857143,0.35106382978723405,0.336734693877551,0.5,0.03296703296703297,0.019908968089966807,0.02769917348618967,0.0315386965272808,0.011629728437313993
nvidia,NVDA,technical_dollar,technical+dollar,depth3_regularized_unweighted,validation,259,0.27413127413127414,0.30402930402930406,0.23810550626832472,0.22970116670355523,1.3315245822125161,0.5029797987872522,45,18,7,75,21,2,66,20,5,0.24193548387096775,0.6428571428571429,0.3559322033898305,0.21428571428571427,0.35714285714285715,0.054945054945054944,0.0257723565286547,0.02019306810637347,-0.0018977799596837785,-0.02767013648833848
nvidia,NVDA,technical_dollar,technical+dollar,depth4_slow_unweighted,validation,259,0.2857142857142857,0.31072736787022504,0.24213481088368574,0.23536677009224263,1.3484194121842203,0.5049353923577525,43,21,6,67,29,2,62,27,2,0.25,0.6142857142857143,0.37662337662337664,0.29591836734693877,0.2,0.02197802197802198,0.024700371436222647,0.026693250034792334,-0.03453637265390697,-0.05923674409012962
nvidia,NVDA,technical_dollar,technical+dollar,depth2_fast,test,260,0.2923076923076923,0.3259413259413259,0.1843079530755163,0.16424049655683537,1.5448661695469843,0.4230107951449533,71,7,0,69,5,0,100,8,0,0.29583333333333334,0.9102564102564102,0.25,0.06756756756756757,0.0,0.0,0.021981975267656117,0.03707392778837412,,
nvidia,NVDA,technical_dollar,technical+dollar,depth2_fast,recent_regime,341,0.28152492668621704,0.3317086151672618,0.16685817089670962,0.14745233246987952,1.3983832904530797,0.4476660387237193,91,3,1,144,4,0,93,4,1,0.2774390243902439,0.9578947368421052,0.36363636363636365,0.02702702702702703,0.5,0.01020408163265306,0.008303634703443169,0.012920105908155318,0.02676995171804965,0.018466317014606482
nvidia,NVDA,technical_semi_etf,technical+semi_etf,baseline_depth3,validation,259,0.3204633204633205,0.35353218210361065,0.28263814577222834,0.2724375693343141,1.30559411193658,0.5167941899308359,51,17,2,67,25,6,58,26,7,0.2897727272727273,0.7285714285714285,0.36764705882352944,0.25510204081632654,0.4666666666666667,0.07692307692307693,0.018104440760335308,0.029474726024183023,0.05118783131378509,0.03308339055344978
nvidia,NVDA,technical_semi_etf,technical+semi_etf,shallow_regularized,validation,259,0.305019305019305,0.33417059131344845,0.28152544382205624,0.27295759349640386,1.2113638861435891,0.5230172497253243,46,20,4,67,22,9,57,23,11,0.27058823529411763,0.6571428571428571,0.3384615384615385,0.22448979591836735,0.4583333333333333,0.12087912087912088,0.021234774642360385,0.02028545956964176,0.04291724383092735,0.021682469188566963
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth3_regularized,validation,259,0.3127413127413127,0.3425954997383569,0.29026584721672904,0.28239192714260375,1.2626255474263204,0.5133295451618433,47,15,8,68,22,8,59,20,12,0.27011494252873564,0.6714285714285714,0.38596491228070173,0.22448979591836735,0.42857142857142855,0.13186813186813187,0.021473017113889936,0.027661062238667725,0.023053388848190227,0.0015803717343002913
nvidia,NVDA,technical_semi_etf,technical+semi_etf,depth4_slow,validation,259,0.277992277992278,0.2935112506541078,0.2611019593941795,0.2584206910582622,1.264689400315913,0.5023165357016288,34,28,8,58,29,11,55,27,9,0.23129251700680273,0.4857142857142857,0.34523809523809523,0.29591836734693877,0.32142857142857145,0.0989010989010989,0.023577646345279257,0.022255157485242087,0.022254756130494633,-0.0013228902147846243
