name,ticker,experiment,feature_family,split,class_label,class_name,feature,mean_abs_shap,mean_shap
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,usd_krw_t_minus_1,0.022749360650777817,-0.0018831373890861869
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,nasdaq_t_minus_3,0.01628732681274414,0.003624432487413287
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,sox_t_minus_3,0.04532156139612198,-0.04344210401177406
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,vix_t_minus_3,0.039956457912921906,0.030393294990062714
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,us_rate_t_minus_3,0.0074187032878398895,0.0074187032878398895
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,usd_krw_t_minus_3,0.024049943313002586,0.02393627166748047
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,nasdaq_t_minus_5,0.10420963168144226,0.10420963168144226
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,sox_t_minus_5,0.017303531989455223,-0.017240235581994057
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,vix_t_minus_5,0.07007094472646713,0.019243966788053513
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,us_rate_t_minus_5,0.0003183517255820334,-0.00018318429647479206
nvidia,NVDA,proposed_daily_extended,core_macro+rates+dollar+semi_etf,recent_regime,1,neutral,usd_krw_t_minus_5,0.06022162362933159,0.052548691630363464
